"STT","Session_ID","Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated","ProductRelated_Duration","BounceRates","ExitRates","PageValues","SpecialDay","Month","OperatingSystems","Browser","Region","TrafficType","VisitorType","Weekend","Revenue","Revenue_int"
8872,8872,0,0,0,0,28,1425.583333,0.014814815,0.026984127,14.59072178,0,"Dec",2,4,4,1,"Returning_Visitor",FALSE,FALSE,0
8873,8873,4,95.75,12,886.25,154,7838.556598,0.00376506,0.014926307,0,0,"Nov",3,2,6,2,"Returning_Visitor",TRUE,FALSE,0
8874,8874,0,0,0,0,1,0,0.2,0.2,0,0,"Nov",1,1,3,3,"Returning_Visitor",FALSE,FALSE,0
8875,8875,17,218.741707,4,808.5,74,3591.744196,0.019767442,0.015609868,0,0,"Nov",3,2,1,2,"Returning_Visitor",FALSE,FALSE,0
8876,8876,0,0,0,0,11,555.625,0.018181818,0.054545455,0,0,"Nov",2,2,1,3,"Returning_Visitor",FALSE,FALSE,0
8877,8877,0,0,0,0,2,242.5,0,0.05,0,0,"Dec",8,13,9,20,"Other",FALSE,FALSE,0
8878,8878,10,318.6410256,9,991.25,216,7761.034859,0.007542901,0.022135148,1.589329821,0,"Nov",2,6,2,2,"Returning_Visitor",TRUE,TRUE,1
8879,8879,7,78.35714286,3,210.6666667,309,12158.19639,0.007586207,0.025532176,0,0,"Nov",2,2,1,2,"Returning_Visitor",TRUE,TRUE,1
8880,8880,6,143,0,0,32,2289.1,0,0.001015625,62.33035594,0,"Nov",3,2,9,3,"New_Visitor",TRUE,FALSE,0
8881,8881,0,0,0,0,7,42,0.057142857,0.085714286,0,0,"Dec",2,4,6,1,"Returning_Visitor",TRUE,FALSE,0
8882,8882,0,0,0,0,3,138,0.1,0.111111111,0,0,"Nov",1,1,1,3,"Returning_Visitor",FALSE,FALSE,0
8883,8883,0,0,0,0,1,0,0.2,0.2,0,0,"Dec",1,1,1,2,"New_Visitor",FALSE,FALSE,0
8884,8884,1,36,1,74,98,7712.375,0,0.012431818,15.3498858,0,"Dec",2,10,4,2,"Returning_Visitor",FALSE,FALSE,0
8885,8885,0,0,0,0,9,436,0,0.025,68.1974018,0,"Dec",1,2,2,2,"New_Visitor",FALSE,TRUE,1
8886,8886,7,241.8611111,3,228,154,4755.224054,0.009808489,0.029142563,1.104440234,0,"Nov",1,2,2,1,"Returning_Visitor",FALSE,FALSE,0
8887,8887,0,0,0,0,12,465.25,0,0.016666667,0,0,"Dec",3,2,6,2,"Returning_Visitor",TRUE,FALSE,0
8888,8888,0,0,0,0,19,1210.1,0,0.005555556,0,0,"Nov",1,1,3,10,"Returning_Visitor",FALSE,FALSE,0
8889,8889,0,0,0,0,14,313.0178571,0,0.016071429,0,0,"Nov",3,2,4,2,"Returning_Visitor",FALSE,FALSE,0
8890,8890,1,34.5,0,0,22,279.8333333,0.008695652,0.013043478,0,0,"Nov",2,2,1,2,"Other",FALSE,FALSE,0
8891,8891,0,0,1,141.5,43,3044.047222,0,0.004545455,3.940422761,0,"Dec",2,4,1,10,"Returning_Visitor",FALSE,TRUE,1
8892,8892,0,0,0,0,30,946.5952381,0.013333333,0.031333333,0,0,"Nov",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
8893,8893,2,112.25,0,0,9,97.41666667,0.018181818,0.036363636,0,0,"Dec",3,2,3,2,"New_Visitor",FALSE,FALSE,0
8894,8894,1,60.5,0,0,31,1574.375,0,0.022580645,0,0,"Dec",2,2,3,1,"Returning_Visitor",FALSE,FALSE,0
8895,8895,2,121,0,0,28,1830.583333,0.015555556,0.015740741,111.5113802,0,"Dec",1,1,6,2,"Returning_Visitor",TRUE,FALSE,0
8896,8896,5,179.875,0,0,47,1011.319444,0.019607843,0.046744236,3.322660364,0,"Nov",3,2,2,1,"Returning_Visitor",FALSE,TRUE,1
8897,8897,0,0,0,0,16,385.5,0,0.0125,0,0,"Dec",2,2,4,1,"Returning_Visitor",FALSE,FALSE,0
8898,8898,1,0,0,0,17,669.4833333,0.038888889,0.057407407,0,0,"Dec",3,2,2,1,"Returning_Visitor",TRUE,FALSE,0
8899,8899,0,0,0,0,21,795.3611111,0.041269841,0.058571429,0,0,"Dec",1,2,1,3,"Returning_Visitor",FALSE,FALSE,0
8900,8900,9,71.2,2,72.125,23,1061.816667,0,0.022916667,6.064425698,0,"Nov",2,2,9,2,"Returning_Visitor",TRUE,FALSE,0
8901,8901,8,111,0,0,32,1206.833333,0.005263158,0.014473684,19.27621155,0,"Nov",2,2,1,2,"Returning_Visitor",FALSE,TRUE,1
8902,8902,13,110.7583333,1,3,34,858.9464286,0,0.011627907,17.78585727,0,"Nov",2,2,5,10,"Returning_Visitor",TRUE,FALSE,0
8903,8903,0,0,3,103.5,30,1093.175,0.0125,0.028125,0,0,"Dec",2,2,1,2,"Returning_Visitor",TRUE,FALSE,0
8904,8904,0,0,0,0,1,0,0.2,0.2,0,0,"Nov",2,2,7,11,"Returning_Visitor",TRUE,FALSE,0
8905,8905,1,0,1,13.83333333,65,3174.088455,0.017014925,0.040540739,0,0,"Dec",3,2,2,13,"Returning_Visitor",TRUE,FALSE,0
8906,8906,0,0,1,0,7,228,0,0.025,0,0,"Dec",1,1,6,3,"Returning_Visitor",FALSE,FALSE,0
8907,8907,5,286.4642857,1,29.5,64,2058.604545,0.008955224,0.009549977,6.49391045,0,"Nov",3,2,3,10,"Returning_Visitor",FALSE,TRUE,1
8908,8908,7,111,2,5,131,5396.264881,0.003928571,0.013640873,7.513426372,0,"Nov",2,1,1,2,"Returning_Visitor",FALSE,TRUE,1
8909,8909,1,284,0,0,18,2014.416667,0.0025,0.034166667,9.964444223,0,"Nov",1,1,3,2,"Returning_Visitor",TRUE,FALSE,0
8910,8910,0,0,0,0,41,1837.204167,0.027642276,0.066547107,0,0,"Nov",2,2,1,3,"Returning_Visitor",FALSE,FALSE,0
8911,8911,0,0,0,0,38,1326.430556,0.005263158,0.016666667,0,0,"Nov",1,1,1,2,"Returning_Visitor",FALSE,FALSE,0
8912,8912,0,0,0,0,39,2558.5,0,0.010810811,0,0,"Nov",4,2,2,10,"Returning_Visitor",FALSE,FALSE,0
8913,8913,0,0,0,0,1,0,0.2,0.2,0,0,"Dec",8,13,9,20,"Returning_Visitor",FALSE,FALSE,0
8914,8914,4,115.0833333,1,3,16,930.5,0,0.021428571,0,0,"Nov",3,2,6,2,"Returning_Visitor",FALSE,FALSE,0
8915,8915,0,0,0,0,1,0,0.2,0.2,0,0,"Nov",4,1,1,3,"Returning_Visitor",FALSE,FALSE,0
8916,8916,3,50.5,0,0,2,37.5,0,0.04,0,0,"Nov",2,2,1,2,"New_Visitor",FALSE,FALSE,0
8917,8917,3,142.5,0,0,48,1052.255952,0.004347826,0.013043478,0,0,"Nov",1,8,6,11,"Returning_Visitor",FALSE,FALSE,0
8918,8918,2,48.1875,4,121.5,51,1792.814481,0.003571429,0.01186886,60.07483189,0,"Nov",3,2,1,2,"Returning_Visitor",TRUE,TRUE,1
8919,8919,0,0,0,0,63,3301.222222,0.006451613,0.03016129,0,0,"Nov",2,1,3,1,"Returning_Visitor",TRUE,FALSE,0
8920,8920,4,75,2,312,98,1887.232143,0.002040816,0.025068027,0,0,"Dec",2,2,8,2,"Returning_Visitor",FALSE,FALSE,0
8921,8921,0,0,0,0,6,111.75,0,0.066666667,0,0,"Dec",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
8922,8922,5,115.375,0,0,20,473.5,0.026111111,0.028996212,14.88419318,0,"Dec",3,2,1,1,"Returning_Visitor",FALSE,TRUE,1
8923,8923,0,0,0,0,3,578,0,0.066666667,0,0,"Nov",1,1,1,1,"Returning_Visitor",FALSE,FALSE,0
8924,8924,0,0,0,0,5,251,0.04,0.08,0,0,"Dec",1,1,1,3,"Returning_Visitor",FALSE,FALSE,0
8925,8925,0,0,0,0,13,217.9166667,0.015384615,0.035897436,0,0,"Dec",2,2,1,2,"Returning_Visitor",TRUE,FALSE,0
8926,8926,12,196.8571429,0,0,59,1533.025834,0.00721393,0.0322986,6.048714136,0,"Nov",2,2,1,1,"Returning_Visitor",TRUE,FALSE,0
8927,8927,0,0,0,0,37,582.2666667,0,0.021959459,0,0,"Nov",2,2,5,2,"Returning_Visitor",FALSE,FALSE,0
8928,8928,0,0,0,0,200,6867.193847,0.006408856,0.024587384,0,0,"Nov",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
8929,8929,2,79,0,0,47,1366.058333,0.008510638,0.034751773,21.23960367,0,"Dec",2,2,1,2,"New_Visitor",FALSE,FALSE,0
8930,8930,6,69.125,2,13,227,6854.604365,0.005701754,0.020960781,0,0,"Nov",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
8931,8931,0,0,0,0,7,305.5,0,0.028571429,0,0,"Nov",2,2,1,3,"Returning_Visitor",FALSE,FALSE,0
8932,8932,0,0,0,0,28,859.3333333,0,0.007407407,17.50632106,0,"Nov",4,1,6,2,"New_Visitor",FALSE,TRUE,1
8933,8933,2,334.25,4,92.16666667,2,70.75,0,0.00952381,0,0,"Dec",1,1,3,10,"New_Visitor",TRUE,FALSE,0
8934,8934,2,19,0,0,4,88,0,0.02,0,0,"Dec",1,1,1,3,"Returning_Visitor",FALSE,FALSE,0
8935,8935,0,0,0,0,6,192.875,0,0.016666667,0,0,"Dec",8,13,9,20,"Other",FALSE,FALSE,0
8936,8936,0,0,1,33.75,72,1460.908333,0,0.014851055,0,0,"Nov",1,1,1,2,"Returning_Visitor",FALSE,TRUE,1
8937,8937,0,0,0,0,36,2070.325,0.008333333,0.030925926,0,0,"Dec",1,1,1,2,"Returning_Visitor",FALSE,FALSE,0
8938,8938,1,107,5,143.75,2,17,0.025,0.05,0,0,"Dec",3,2,3,1,"Returning_Visitor",FALSE,FALSE,0
8939,8939,0,0,1,0,2,0,0.2,0.2,0,0,"Nov",1,1,1,15,"Returning_Visitor",FALSE,FALSE,0
8940,8940,0,0,0,0,6,551.5,0.033333333,0.077777778,0,0,"Nov",3,2,4,11,"Returning_Visitor",TRUE,FALSE,0
8941,8941,0,0,0,0,19,295.8333333,0,0.010526316,0,0,"Nov",2,2,2,2,"New_Visitor",FALSE,FALSE,0
8942,8942,0,0,0,0,3,181,0.066666667,0.1,0,0,"Dec",2,2,3,2,"Returning_Visitor",FALSE,FALSE,0
8943,8943,2,452.5,0,0,18,762.2380952,0,0.002352941,0,0,"Nov",1,1,6,2,"New_Visitor",FALSE,FALSE,0
8944,8944,0,0,0,0,1,0,0.2,0.2,0,0,"Dec",3,2,2,1,"Returning_Visitor",TRUE,FALSE,0
8945,8945,1,19,0,0,4,296.9166667,0.04,0.04,0,0,"Dec",3,2,1,6,"Returning_Visitor",FALSE,FALSE,0
8946,8946,0,0,0,0,2,9,0,0.066666667,0,0,"Nov",2,2,8,6,"Returning_Visitor",FALSE,FALSE,0
8947,8947,0,0,0,0,84,2197.780952,0.01031746,0.014779942,0,0,"Nov",1,1,3,2,"Returning_Visitor",FALSE,TRUE,1
8948,8948,4,26,0,0,235,10046.80771,0.007670851,0.022527689,0,0,"Nov",2,2,1,2,"Returning_Visitor",FALSE,TRUE,1
8949,8949,3,19,1,106,17,475.6666667,0,0.023582766,0,0,"Nov",1,10,3,2,"Returning_Visitor",FALSE,FALSE,0
8950,8950,0,0,0,0,1,11,0,0.1,0,0,"Dec",1,1,3,1,"Returning_Visitor",FALSE,FALSE,0
8951,8951,0,0,0,0,5,54.5,0,0.04,0,0,"Dec",2,5,1,2,"New_Visitor",FALSE,FALSE,0
8952,8952,9,126.2631579,2,50.83333333,59,2004.371491,0.008695652,0.030961792,0,0,"Dec",2,2,6,3,"Returning_Visitor",FALSE,FALSE,0
8953,8953,4,55.75,0,0,74,3817.203846,0,0.020533333,0,0,"Nov",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
8954,8954,0,0,0,0,58,3178.5,0,0.015789474,0,0,"Nov",2,2,9,2,"Returning_Visitor",FALSE,TRUE,1
8955,8955,3,22,2,69.5,30,1671.583333,0,0.019354839,0,0,"Nov",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
8956,8956,0,0,0,0,13,1985,0.016666667,0.05,0,0,"Nov",4,1,7,6,"Returning_Visitor",FALSE,FALSE,0
8957,8957,1,6,0,0,15,762,0,0.014285714,0,0,"Dec",8,13,9,20,"Other",FALSE,FALSE,0
8958,8958,9,739.125,0,0,19,1655.190476,0,0.022666667,27.97007005,0,"Dec",1,1,7,2,"New_Visitor",FALSE,FALSE,0
8959,8959,0,0,0,0,33,1412.316667,0.012121212,0.051717172,0,0,"Nov",2,5,3,1,"Returning_Visitor",FALSE,TRUE,1
8960,8960,0,0,0,0,8,29.16666667,0,0.1,0,0,"Dec",2,2,3,2,"Returning_Visitor",FALSE,FALSE,0
8961,8961,0,0,0,0,16,306.5,0,0.015625,0,0,"Dec",1,1,4,2,"Returning_Visitor",TRUE,FALSE,0
8962,8962,0,0,0,0,54,3978.245833,0.003846154,0.024807692,0,0,"Nov",2,2,6,1,"Returning_Visitor",TRUE,FALSE,0
8963,8963,0,0,0,0,7,103.5,0,0.057142857,0,0,"Nov",2,2,2,2,"Returning_Visitor",FALSE,TRUE,1
8964,8964,0,0,0,0,4,47,0,0.05,0,0,"Nov",2,2,3,11,"Returning_Visitor",TRUE,FALSE,0
8965,8965,0,0,0,0,6,38.5,0.066666667,0.1,0,0,"Nov",2,10,7,1,"Returning_Visitor",FALSE,FALSE,0
8966,8966,11,334.1666667,2,34,140,4817.369546,0.002684564,0.009552573,11.97037051,0,"Nov",2,2,9,2,"Returning_Visitor",FALSE,FALSE,0
8967,8967,0,0,0,0,28,447,0,0.033333333,0,0,"Nov",2,2,7,10,"Returning_Visitor",FALSE,FALSE,0
8968,8968,0,0,0,0,1,0,0.2,0.2,0,0,"Nov",1,1,4,1,"Returning_Visitor",FALSE,FALSE,0
8969,8969,0,0,0,0,16,829.0833333,0,0.0125,41.67536194,0,"Nov",2,4,1,3,"New_Visitor",FALSE,TRUE,1
8970,8970,9,307.360119,4,77.91666667,95,2989.780952,0.005882353,0.014513583,12.74039337,0,"Nov",3,2,4,1,"Returning_Visitor",TRUE,FALSE,0
8971,8971,0,0,0,0,1,0,0,0.2,0,0,"Dec",3,2,4,1,"Returning_Visitor",FALSE,FALSE,0
8972,8972,0,0,0,0,1,0,0.2,0.2,0,0,"Nov",3,2,1,13,"Returning_Visitor",TRUE,FALSE,0
8973,8973,11,631.4166667,5,1037.15,501,21672.24425,0.003964723,0.014292461,9.131386805,0,"Nov",2,2,1,2,"Returning_Visitor",FALSE,TRUE,1
8974,8974,0,0,0,0,21,371,0,0.00952381,0,0,"Nov",2,2,1,13,"Returning_Visitor",FALSE,FALSE,0
8975,8975,0,0,2,45.75,42,1931.630952,0,0.008333333,0,0,"Dec",1,1,6,1,"Returning_Visitor",TRUE,FALSE,0
8976,8976,7,32.64285714,3,189,224,6095.481945,0.002623688,0.016400421,10.36159616,0,"Nov",1,2,1,2,"Returning_Visitor",FALSE,TRUE,1
8977,8977,7,184.9333333,4,277.5,70,3993.135714,0.006,0.014539683,32.09724943,0,"Nov",3,2,1,2,"Returning_Visitor",TRUE,TRUE,1
8978,8978,4,62.66666667,0,0,82,1805.277375,0,0.023295607,0,0,"Dec",1,1,2,2,"Returning_Visitor",FALSE,FALSE,0
8979,8979,0,0,0,0,3,0,0.2,0.2,0,0,"Nov",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
8980,8980,0,0,0,0,1,0,0.2,0.2,0,0,"Nov",1,1,1,1,"Other",FALSE,FALSE,0
8981,8981,4,55.575,0,0,4,42.575,0,0.011428571,0,0,"Nov",1,1,1,8,"New_Visitor",FALSE,FALSE,0
8982,8982,0,0,0,0,3,30,0,0.033333333,0,0,"Dec",1,1,3,1,"Returning_Visitor",FALSE,FALSE,0
8983,8983,0,0,0,0,23,566.8,0,0.007971014,0,0,"Nov",3,2,1,13,"Returning_Visitor",FALSE,FALSE,0
8984,8984,0,0,0,0,22,2189.5,0.00952381,0.028571429,0,0,"Nov",4,2,1,10,"Returning_Visitor",FALSE,FALSE,0
8985,8985,0,0,1,39.5,97,2811.47807,0.002749141,0.015832106,0,0,"Nov",2,5,6,1,"Returning_Visitor",TRUE,FALSE,0
8986,8986,5,107,0,0,34,777.2125,0,0.013513514,0,0,"Dec",2,2,1,1,"Returning_Visitor",TRUE,FALSE,0
8987,8987,0,0,0,0,22,876.25,0,0.004761905,0,0,"Dec",2,2,2,10,"Returning_Visitor",FALSE,FALSE,0
8988,8988,0,0,0,0,3,75.5,0,0.066666667,0,0,"Dec",3,2,4,2,"Returning_Visitor",TRUE,FALSE,0
8989,8989,0,0,0,0,21,1077.25,0.019047619,0.047619048,0,0,"Nov",3,2,1,10,"Returning_Visitor",FALSE,FALSE,0
8990,8990,4,104.25,0,0,38,1429.875,0,0.022807018,4.113391331,0,"Nov",2,2,1,13,"Returning_Visitor",FALSE,TRUE,1
8991,8991,1,9,0,0,15,688.1833333,0,0.011904762,43.03066045,0,"Dec",1,1,3,2,"New_Visitor",FALSE,TRUE,1
8992,8992,0,0,0,0,42,1022.384615,0.014634146,0.031939605,0,0,"Nov",1,1,2,10,"Returning_Visitor",TRUE,FALSE,0
8993,8993,0,0,0,0,1,0,0.2,0.2,0,0,"Dec",1,1,3,3,"Returning_Visitor",FALSE,FALSE,0
8994,8994,9,227.6,0,0,54,1935.06131,0.006557377,0.022222222,42.19732111,0,"Dec",1,2,1,2,"Returning_Visitor",FALSE,TRUE,1
8995,8995,0,0,0,0,7,354.5,0.028571429,0.04,0,0,"Nov",2,2,4,8,"Returning_Visitor",FALSE,FALSE,0
8996,8996,2,67.75,0,0,11,417.9892857,0.016666667,0.043148148,0,0,"Nov",3,2,1,2,"Returning_Visitor",FALSE,FALSE,0
8997,8997,11,554.75,0,0,34,1466.088462,0.007407407,0.024345679,10.73461716,0,"Nov",1,1,3,8,"New_Visitor",TRUE,TRUE,1
8998,8998,0,0,0,0,111,3971.515278,0.009009009,0.024725635,0,0,"Nov",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
8999,8999,0,0,0,0,11,124.2166667,0,0.075757576,0,0,"Dec",1,1,3,1,"Returning_Visitor",FALSE,FALSE,0
9000,9000,8,256.5,1,0,57,1319.366667,0.006774194,0.032699169,3.373062968,0,"Nov",3,2,3,2,"Returning_Visitor",TRUE,TRUE,1
9001,9001,0,0,0,0,2,0,0.2,0.2,0,0,"Nov",2,2,9,13,"Returning_Visitor",FALSE,FALSE,0
9002,9002,0,0,2,861,12,2250.35,0.014285714,0.030952381,0,0,"Nov",1,1,3,2,"Returning_Visitor",TRUE,FALSE,0
9003,9003,0,0,0,0,1,0,0.2,0.2,0,0,"Nov",1,8,8,11,"Returning_Visitor",TRUE,FALSE,0
9004,9004,2,3,2,63.5,118,5250.891667,0.001626016,0.014905149,0,0,"Nov",2,2,1,2,"Returning_Visitor",TRUE,FALSE,0
9005,9005,0,0,0,0,72,2494.8171,0.002777778,0.013842593,0,0,"Nov",1,2,1,11,"Returning_Visitor",FALSE,FALSE,0
9006,9006,5,249.8,2,50,229,8866.167386,0.007143733,0.024304152,0,0,"Nov",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
9007,9007,0,0,0,0,8,219,0,0.025,0,0,"Dec",2,5,3,2,"Returning_Visitor",FALSE,FALSE,0
9008,9008,0,0,0,0,3,0,0.2,0.2,0,0,"Nov",2,2,5,1,"Returning_Visitor",FALSE,FALSE,0
9009,9009,0,0,0,0,6,143.5,0,0.016666667,0,0,"Dec",1,1,8,10,"Returning_Visitor",FALSE,FALSE,0
9010,9010,0,0,0,0,21,1050.25,0,0.028571429,0,0,"Nov",2,2,6,2,"Returning_Visitor",TRUE,FALSE,0
9011,9011,0,0,0,0,27,520,0,0.003703704,0,0,"Nov",8,2,3,20,"New_Visitor",FALSE,TRUE,1
9012,9012,6,201,0,0,84,3646.083333,0.006896552,0.016803503,66.57412378,0,"Nov",2,2,4,2,"Returning_Visitor",FALSE,FALSE,0
9013,9013,0,0,0,0,8,141.6666667,0.04375,0.02875,0,0,"Dec",1,2,1,1,"Returning_Visitor",TRUE,FALSE,0
9014,9014,0,0,0,0,11,577.75,0.018181818,0.033333333,0,0,"Nov",3,2,1,3,"Returning_Visitor",FALSE,FALSE,0
9015,9015,3,89,0,0,26,655.5357143,0,0.0375,0,0,"Nov",2,2,4,1,"Returning_Visitor",FALSE,FALSE,0
9016,9016,10,149.013357,2,138,78,2207.366936,0.002380952,0.012458392,0,0,"Dec",3,2,1,2,"Returning_Visitor",FALSE,FALSE,0
9017,9017,4,113.25,0,0,91,1746.108683,0,0.00428729,0,0,"Nov",2,2,8,8,"New_Visitor",FALSE,FALSE,0
9018,9018,4,562,0,0,22,1945.5,0,0.008333333,0,0,"Dec",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
9019,9019,10,305.905303,1,89.95454545,101,6038.244769,0.001904762,0.019112158,51.36077038,0,"Nov",2,4,3,2,"Returning_Visitor",TRUE,TRUE,1
9020,9020,8,203.9166667,4,114.75,118,3903.167094,0.004098361,0.012520167,55.01131298,0,"Nov",2,2,1,2,"Returning_Visitor",FALSE,TRUE,1
9021,9021,1,7.625,0,0,21,1104.9,0,0.014603175,0,0,"Dec",2,2,1,1,"Returning_Visitor",FALSE,FALSE,0
9022,9022,1,4,0,0,48,1199.160606,0,0.00070922,0,0,"Dec",2,2,1,2,"New_Visitor",FALSE,FALSE,0
9023,9023,13,1230.333333,7,286.0833333,68,3147.245589,0.013684211,0.026801619,1.597803468,0,"Dec",1,1,1,2,"Returning_Visitor",FALSE,TRUE,1
9024,9024,0,0,0,0,34,1401.458333,0,0.023529412,0,0,"Nov",2,2,9,11,"New_Visitor",FALSE,TRUE,1
9025,9025,0,0,0,0,33,2861.966667,0,0.034375,0,0,"Nov",2,2,9,2,"Returning_Visitor",FALSE,FALSE,0
9026,9026,0,0,0,0,10,379.0833333,0,0.0125,0,0,"Dec",3,12,1,1,"Returning_Visitor",TRUE,FALSE,0
9027,9027,0,0,0,0,16,283.75,0.0125,0.025,0,0,"Nov",2,2,1,11,"Returning_Visitor",FALSE,FALSE,0
9028,9028,6,129.0208333,0,0,56,755.4178922,0.001724138,0.015842912,0,0,"Nov",1,1,1,10,"Returning_Visitor",TRUE,FALSE,0
9029,9029,1,5,1,70.5,125,3507.010877,0.005645161,0.013874153,0,0,"Nov",4,1,4,2,"Returning_Visitor",FALSE,FALSE,0
9030,9030,0,0,0,0,17,364.5416667,0,0.041666667,0,0,"Dec",3,2,8,13,"Returning_Visitor",FALSE,FALSE,0
9031,9031,4,45.75,0,0,18,1273.083333,0,0.031818182,6.750968245,0,"Dec",1,1,1,1,"Returning_Visitor",FALSE,TRUE,1
9032,9032,9,189.1098485,3,39,73,3059.013889,0.012345679,0.024897119,16.74209908,0,"Nov",2,2,3,2,"Returning_Visitor",TRUE,TRUE,1
9033,9033,3,156.5,0,0,9,143,0,0.005555556,0,0,"Nov",1,1,1,2,"New_Visitor",FALSE,FALSE,0
9034,9034,0,0,0,0,13,255.0833333,0,0.015384615,0,0,"Dec",2,2,8,1,"Returning_Visitor",FALSE,FALSE,0
9035,9035,0,0,0,0,56,2749.15,0.000595238,0.023809524,0,0,"Nov",2,2,1,8,"Returning_Visitor",FALSE,TRUE,1
9036,9036,6,89.0625,2,888,275,9139.496696,0.00625,0.018539498,0,0,"Nov",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
9037,9037,0,0,0,0,49,938.0416667,0.00375,0.010664683,0,0,"Dec",1,1,7,2,"Returning_Visitor",FALSE,FALSE,0
9038,9038,3,20.5,0,0,38,1806.558333,0.005128205,0.026495726,7.150073241,0,"Nov",2,2,6,13,"Returning_Visitor",FALSE,FALSE,0
9039,9039,0,0,0,0,3,58.5,0,0.066666667,0,0,"Dec",2,4,1,2,"Returning_Visitor",FALSE,FALSE,0
9040,9040,1,0,0,0,45,1296,0,0.013333333,0,0,"Nov",2,5,2,3,"Returning_Visitor",FALSE,FALSE,0
9041,9041,4,79.25,5,500.8,39,1080.875,0.010638298,0.024964539,20.06500939,0,"Nov",2,5,1,2,"Returning_Visitor",FALSE,TRUE,1
9042,9042,3,155.6078431,1,14,108,2942.021588,0.00025974,0.013002525,7.890931935,0,"Dec",1,1,2,10,"Returning_Visitor",FALSE,TRUE,1
9043,9043,5,175.9166667,0,0,12,276.25,0.013333333,0.046666667,0,0,"Dec",3,2,1,3,"Returning_Visitor",FALSE,TRUE,1
9044,9044,7,634.2666667,3,89.5,54,2864.633333,0.012295082,0.024020297,7.448242868,0,"Nov",3,2,3,1,"Returning_Visitor",FALSE,FALSE,0
9045,9045,2,49.25,2,17,77,4130.937879,0.011219512,0.029260777,43.99403085,0,"Nov",4,1,1,2,"Returning_Visitor",FALSE,FALSE,0
9046,9046,1,16,0,0,77,3586.833333,0,0.012575758,0,0,"Dec",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
9047,9047,0,0,0,0,2,0,0.2,0.2,0,0,"Nov",3,2,9,3,"Returning_Visitor",FALSE,FALSE,0
9048,9048,1,14,0,0,11,227.25,0.018181818,0.018181818,0,0,"Nov",1,1,3,2,"New_Visitor",TRUE,FALSE,0
9049,9049,0,0,0,0,3,52.5,0,0.083333333,0,0,"Nov",1,1,9,2,"Returning_Visitor",FALSE,FALSE,0
9050,9050,0,0,0,0,1,0,0.2,0.2,0,0,"Nov",2,6,1,2,"Returning_Visitor",FALSE,FALSE,0
9051,9051,10,214.6214286,1,114,36,673.6380952,0.019379845,0.032443035,0,0,"Nov",1,1,1,2,"Returning_Visitor",FALSE,FALSE,0
9052,9052,0,0,0,0,5,975.5,0.08,0.1,0,0,"Nov",3,2,3,13,"Returning_Visitor",FALSE,FALSE,0
9053,9053,10,137.5,1,32.5,145,6165.878774,0.001333333,0.020769697,0,0,"Nov",2,2,6,2,"Returning_Visitor",FALSE,TRUE,1
9054,9054,0,0,0,0,44,1502.291667,0.004545455,0.027272727,0,0,"Dec",2,2,1,2,"New_Visitor",FALSE,FALSE,0
9055,9055,6,237.5,3,347.5,22,740.5,0.008,0.02,87.94459488,0,"Dec",3,2,1,2,"Returning_Visitor",FALSE,FALSE,0
9056,9056,0,0,0,0,9,134.75,0.083333333,0.124444444,0,0,"Nov",1,1,2,1,"Returning_Visitor",FALSE,FALSE,0
9057,9057,0,0,2,162.5,49,572.061039,0.004,0.027944444,0,0,"Dec",2,2,1,6,"Returning_Visitor",FALSE,FALSE,0
9058,9058,6,62.75,0,0,46,1098.524802,0.007083333,0.016529882,0,0,"Nov",1,1,4,8,"Returning_Visitor",FALSE,FALSE,0
9059,9059,8,964.25,6,182.1666667,134,5889.730504,0.028910577,0.053431066,0,0,"Nov",3,2,1,3,"Returning_Visitor",FALSE,FALSE,0
9060,9060,2,131.5,2,99,96,3541.324493,0.010550214,0.020522711,0,0,"Nov",3,2,1,2,"Returning_Visitor",FALSE,FALSE,0
9061,9061,0,0,0,0,1,0,0.2,0.2,0,0,"Dec",2,2,4,13,"Returning_Visitor",FALSE,FALSE,0
9062,9062,2,19,0,0,11,658.9166667,0,0.015384615,0,0,"Dec",2,2,1,2,"Returning_Visitor",FALSE,FALSE,0
9063,9063,0,0,0,0,17,2641.416667,0.017647059,0.04,0,0,"Nov",3,2,4,13,"Returning_Visitor",FALSE,FALSE,0
9064,9064,0,0,0,0,12,364.75,0.025,0.025,0,0,"Nov",2,6,3,2,"Returning_Visitor",FALSE,FALSE,0
9065,9065,0,0,0,0,100,2781.125,0.012,0.037666667,0,0,"Dec",2,6,3,1,"Returning_Visitor",FALSE,FALSE,0
9066,9066,3,27,0,0,2,16,0,0.05,0,0,"Nov",2,2,2,2,"New_Visitor",TRUE,TRUE,1
